n,t,seed,Δ_method_1,Δ_method_1_t_0,Δ_method_1_t_1,Δ_method_2,Δ_method_2_t_0,Δ_method_2_t_1
8.388608e6,8.388608e6,301.0,0.07296395301818848,0.6966238021850586,0.7695877552032471,0.0052340030670166016,0.715609073638916,0.7208430767059326
8.388608e6,8.388608e6,302.0,0.0708235502243042,0.6990289688110352,0.7698525190353394,0.006273627281188965,0.7153204679489136,0.7215940952301025
8.388608e6,8.388608e6,303.0,0.0705786943435669,0.6994674205780029,0.7700461149215698,0.006934165954589844,0.7149227857589722,0.721856951713562
8.388608e6,8.388608e6,304.0,0.06818056106567383,0.7014485597610474,0.7696291208267212,0.007167816162109375,0.7142621278762817,0.7214299440383911
8.388608e6,8.388608e6,305.0,0.07115006446838379,0.6988934278488159,0.7700434923171997,0.0067435503005981445,0.7152395248413086,0.7219830751419067
8.388608e6,8.388608e6,306.0,0.07227146625518799,0.697636604309082,0.76990807056427,0.006399273872375488,0.714701771736145,0.7211010456085205
8.388608e6,8.388608e6,307.0,0.07106494903564453,0.6991689205169678,0.7702338695526123,0.005807280540466309,0.7161855697631836,0.7219928503036499
8.388608e6,8.388608e6,308.0,0.07203030586242676,0.6980270147323608,0.7700573205947876,0.007585048675537109,0.7144041061401367,0.7219891548156738
8.388608e6,8.388608e6,309.0,0.07326066493988037,0.6965242624282837,0.7697849273681641,0.006498217582702637,0.7144817113876343,0.7209799289703369
8.388608e6,8.388608e6,310.0,0.06849503517150879,0.7014086246490479,0.7699036598205566,0.007095217704772949,0.7139041423797607,0.7209993600845337
8.388608e6,8.388608e6,311.0,0.07389676570892334,0.6959269046783447,0.7698236703872681,0.006225705146789551,0.7151386737823486,0.7213643789291382
8.388608e6,8.388608e6,312.0,0.069954514503479,0.7002055644989014,0.7701600790023804,0.005271196365356445,0.7156084775924683,0.7208796739578247
8.388608e6,8.388608e6,313.0,0.06930196285247803,0.7006232738494873,0.7699252367019653,0.0059888362884521484,0.7151670455932617,0.7211558818817139
8.388608e6,8.388608e6,314.0,0.07413077354431152,0.6960059404373169,0.7701367139816284,0.007367610931396484,0.7149112224578857,0.7222788333892822
8.388608e6,8.388608e6,315.0,0.06624066829681396,0.703294038772583,0.769534707069397,0.00637054443359375,0.7156636714935303,0.722034215927124
8.388608e6,8.388608e6,316.0,0.07556962966918945,0.6943457126617432,0.7699153423309326,0.0075376033782958984,0.7135589122772217,0.7210965156555176
8.388608e6,8.388608e6,317.0,0.06794607639312744,0.701848030090332,0.7697941064834595,0.006469607353210449,0.7151757478713989,0.7216453552246094
8.388608e6,8.388608e6,318.0,0.07361340522766113,0.6963083744049072,0.7699217796325684,0.00568234920501709,0.7148417234420776,0.7205240726470947
8.388608e6,8.388608e6,319.0,0.07048630714416504,0.6997071504592896,0.7701934576034546,0.004191398620605469,0.7163702249526978,0.7205616235733032
8.388608e6,8.388608e6,320.0,0.06933438777923584,0.7004880905151367,0.7698224782943726,0.005288481712341309,0.7152034044265747,0.720491886138916
8.388608e6,8.388608e6,321.0,0.06800150871276855,0.701613187789917,0.7696146965026855,0.006048083305358887,0.7150033712387085,0.7210514545440674
8.388608e6,8.388608e6,322.0,0.06983506679534912,0.69999098777771,0.7698260545730591,0.005827426910400391,0.7154494524002075,0.7212768793106079
8.388608e6,8.388608e6,323.0,0.0687720775604248,0.7017816305160522,0.770553708076477,0.0058171749114990234,0.7152261734008789,0.7210433483123779
8.388608e6,8.388608e6,324.0,0.06888091564178467,0.7011624574661255,0.7700433731079102,0.005287885665893555,0.715325117111206,0.7206130027770996
8.388608e6,8.388608e6,325.0,0.06952869892120361,0.7007079124450684,0.770236611366272,0.006880998611450195,0.714357852935791,0.7212388515472412
8.388608e6,8.388608e6,326.0,0.0733184814453125,0.6961901187896729,0.7695086002349854,0.006506681442260742,0.714354395866394,0.7208610773086548
8.388608e6,8.388608e6,327.0,0.06368577480316162,0.7059563398361206,0.7696421146392822,0.0064421892166137695,0.7147388458251953,0.7211810350418091
8.388608e6,8.388608e6,328.0,0.06692004203796387,0.7030054330825806,0.7699254751205444,0.0068552494049072266,0.715219259262085,0.7220745086669922
8.388608e6,8.388608e6,329.0,0.06649291515350342,0.7036257982254028,0.7701187133789062,0.007845163345336914,0.7141512632369995,0.7219964265823364
8.388608e6,8.388608e6,330.0,0.0709083080291748,0.6989694833755493,0.7698777914047241,0.006788372993469238,0.7145094871520996,0.7212978601455688
8.388608e6,8.388608e6,331.0,0.06638085842132568,0.7034028768539429,0.7697837352752686,0.005735635757446289,0.7161298990249634,0.7218655347824097
8.388608e6,8.388608e6,332.0,0.07034432888031006,0.6998151540756226,0.7701594829559326,0.005514860153198242,0.7160489559173584,0.7215638160705566
8.388608e6,8.388608e6,333.0,0.06406736373901367,0.7056384086608887,0.7697057723999023,0.006660342216491699,0.7148149013519287,0.7214752435684204
8.388608e6,8.388608e6,334.0,0.0712045431137085,0.6987310647964478,0.7699356079101562,0.0068253278732299805,0.7140353918075562,0.7208607196807861
8.388608e6,8.388608e6,335.0,0.06539022922515869,0.7044922113418579,0.7698824405670166,0.006275653839111328,0.7158992290496826,0.722174882888794
8.388608e6,8.388608e6,336.0,0.0714426040649414,0.698232889175415,0.7696754932403564,0.006726741790771484,0.7146964073181152,0.7214231491088867
8.388608e6,8.388608e6,337.0,0.07153594493865967,0.6989357471466064,0.7704716920852661,0.005488276481628418,0.7156230211257935,0.7211112976074219
8.388608e6,8.388608e6,338.0,0.06789052486419678,0.7019822597503662,0.769872784614563,0.0046007633209228516,0.715672492980957,0.7202732563018799
8.388608e6,8.388608e6,339.0,0.06891739368438721,0.7010623216629028,0.76997971534729,0.00572049617767334,0.7155940532684326,0.721314549446106
8.388608e6,8.388608e6,340.0,0.06882095336914062,0.7005497217178345,0.7693706750869751,0.007020235061645508,0.7143502235412598,0.7213704586029053
8.388608e6,8.388608e6,341.0,0.06708872318267822,0.7030287981033325,0.7701175212860107,0.007266044616699219,0.7138246297836304,0.7210906744003296
8.388608e6,8.388608e6,342.0,0.07280194759368896,0.6968269348144531,0.7696288824081421,0.006866455078125,0.7143795490264893,0.7212460041046143
8.388608e6,8.388608e6,343.0,0.06863021850585938,0.7010637521743774,0.7696939706802368,0.005437374114990234,0.7155847549438477,0.7210221290588379
8.388608e6,8.388608e6,344.0,0.06654417514801025,0.7031568288803101,0.7697010040283203,0.007179975509643555,0.7143189907073975,0.721498966217041
8.388608e6,8.388608e6,345.0,0.06864595413208008,0.7013063430786133,0.7699522972106934,0.0054084062576293945,0.7157939672470093,0.7212023735046387
8.388608e6,8.388608e6,346.0,0.0720055103302002,0.6981219053268433,0.7701274156570435,0.006691575050354004,0.7138999700546265,0.7205915451049805
8.388608e6,8.388608e6,347.0,0.07519328594207764,0.6948127746582031,0.7700060606002808,0.006013631820678711,0.7149887084960938,0.7210023403167725
8.388608e6,8.388608e6,348.0,0.07055008411407471,0.6990774869918823,0.769627571105957,0.00525975227355957,0.7164103984832764,0.7216701507568359
8.388608e6,8.388608e6,349.0,0.07228243350982666,0.6974910497665405,0.7697734832763672,0.006205916404724121,0.7150895595550537,0.7212954759597778
