n,t,seed,Δ_method_1,Δ_method_1_t_0,Δ_method_1_t_1,Δ_method_2,Δ_method_2_t_0,Δ_method_2_t_1
1.6777216e7,1.6777216e7,401.0,0.0647965669631958,0.7048428654670715,0.7696394324302673,0.0049329400062561035,0.7165015339851379,0.721434473991394
1.6777216e7,1.6777216e7,402.0,0.06597983837127686,0.7040678858757019,0.7700477242469788,0.006593286991119385,0.7154751420021057,0.7220684289932251
1.6777216e7,1.6777216e7,403.0,0.06513857841491699,0.7047841548919678,0.7699227333068848,0.005613207817077637,0.7162355780601501,0.7218487858772278
1.6777216e7,1.6777216e7,404.0,0.06430232524871826,0.705486536026001,0.7697888612747192,0.005970180034637451,0.7159328460693359,0.7219030261039734
1.6777216e7,1.6777216e7,405.0,0.06974202394485474,0.7000576853752136,0.7697997093200684,0.005444705486297607,0.7161237001419067,0.7215684056282043
1.6777216e7,1.6777216e7,406.0,0.06989789009094238,0.7003222703933716,0.770220160484314,0.0050460100173950195,0.7156645655632019,0.7207105755805969
1.6777216e7,1.6777216e7,407.0,0.06539475917816162,0.7047097086906433,0.7701044678688049,0.0056476593017578125,0.7155550718307495,0.7212027311325073
1.6777216e7,1.6777216e7,408.0,0.06354266405105591,0.7060881853103638,0.7696308493614197,0.00526803731918335,0.7169488668441772,0.7222169041633606
1.6777216e7,1.6777216e7,409.0,0.06824910640716553,0.7014370560646057,0.7696861624717712,0.005119144916534424,0.7154579758644104,0.7205771207809448
1.6777216e7,1.6777216e7,410.0,0.06623440980911255,0.7033597826957703,0.7695941925048828,0.004623830318450928,0.7165318727493286,0.7211557030677795
1.6777216e7,1.6777216e7,411.0,0.06586301326751709,0.7041285037994385,0.7699915170669556,0.004763245582580566,0.7161853909492493,0.7209486365318298
1.6777216e7,1.6777216e7,412.0,0.06728309392929077,0.7024134397506714,0.7696965336799622,0.005898177623748779,0.714728593826294,0.7206267714500427
1.6777216e7,1.6777216e7,413.0,0.06583744287490845,0.704030454158783,0.7698678970336914,0.005122661590576172,0.7164328694343567,0.7215555310249329
1.6777216e7,1.6777216e7,414.0,0.06303751468658447,0.7067448496818542,0.7697823643684387,0.005203664302825928,0.7158235311508179,0.7210271954536438
1.6777216e7,1.6777216e7,415.0,0.06443262100219727,0.7053753137588501,0.7698079347610474,0.005185961723327637,0.7158199548721313,0.721005916595459
1.6777216e7,1.6777216e7,416.0,0.06706708669662476,0.7030454874038696,0.7701125741004944,0.00492781400680542,0.7162764668464661,0.7212042808532715
1.6777216e7,1.6777216e7,417.0,0.06474578380584717,0.7051517963409424,0.7698975801467896,0.005730628967285156,0.7158027291297913,0.7215333580970764
1.6777216e7,1.6777216e7,418.0,0.06699496507644653,0.7030332088470459,0.7700281739234924,0.004211902618408203,0.7176199555397034,0.7218318581581116
1.6777216e7,1.6777216e7,419.0,0.06556510925292969,0.7042827010154724,0.7698478102684021,0.005727529525756836,0.7156444191932678,0.7213719487190247
1.6777216e7,1.6777216e7,420.0,0.06477999687194824,0.7055342793464661,0.7703142762184143,0.005291759967803955,0.7165504097938538,0.7218421697616577
1.6777216e7,1.6777216e7,421.0,0.06514251232147217,0.705019474029541,0.7701619863510132,0.004878520965576172,0.7163553237915039,0.7212338447570801
1.6777216e7,1.6777216e7,422.0,0.06816738843917847,0.7018606066703796,0.7700279951095581,0.004535675048828125,0.7163467407226562,0.7208824157714844
1.6777216e7,1.6777216e7,423.0,0.06509464979171753,0.7048048973083496,0.7698995471000671,0.005330443382263184,0.7163328528404236,0.7216632962226868
1.6777216e7,1.6777216e7,424.0,0.0629848837852478,0.7068246006965637,0.7698094844818115,0.005926609039306641,0.715564489364624,0.7214910984039307
1.6777216e7,1.6777216e7,425.0,0.06623589992523193,0.7037062644958496,0.7699421644210815,0.004685759544372559,0.716670572757721,0.7213563323020935
1.6777216e7,1.6777216e7,426.0,0.06528836488723755,0.7045367360115051,0.7698251008987427,0.004826903343200684,0.7165529131889343,0.721379816532135
1.6777216e7,1.6777216e7,427.0,0.0680462121963501,0.7017563581466675,0.7698025703430176,0.006748557090759277,0.7146707773208618,0.7214193344116211
1.6777216e7,1.6777216e7,428.0,0.06473559141159058,0.7048569917678833,0.7695925831794739,0.005257964134216309,0.7162114977836609,0.7214694619178772
1.6777216e7,1.6777216e7,429.0,0.06506752967834473,0.7046586275100708,0.7697261571884155,0.005378305912017822,0.7154537439346313,0.7208320498466492
1.6777216e7,1.6777216e7,430.0,0.06388527154922485,0.7058702707290649,0.7697555422782898,0.004623711109161377,0.716275691986084,0.7208994030952454
1.6777216e7,1.6777216e7,431.0,0.06481897830963135,0.705325186252594,0.7701441645622253,0.004454493522644043,0.7169401049613953,0.7213945984840393
1.6777216e7,1.6777216e7,432.0,0.06761234998703003,0.7023109793663025,0.7699233293533325,0.0049247145652771,0.7159203290939331,0.7208450436592102
1.6777216e7,1.6777216e7,433.0,0.06382638216018677,0.705822765827179,0.7696491479873657,0.004638612270355225,0.7162832617759705,0.7209218740463257
1.6777216e7,1.6777216e7,434.0,0.06588917970657349,0.704249382019043,0.7701385617256165,0.0051760077476501465,0.7163084149360657,0.7214844226837158
1.6777216e7,1.6777216e7,435.0,0.06458377838134766,0.7054587602615356,0.7700425386428833,0.004747867584228516,0.7174283266067505,0.722176194190979
1.6777216e7,1.6777216e7,436.0,0.06666827201843262,0.7029365301132202,0.7696048021316528,0.005205988883972168,0.7159087061882019,0.7211146950721741
1.6777216e7,1.6777216e7,437.0,0.06496167182922363,0.7051098942756653,0.7700715661048889,0.0038923025131225586,0.717006504535675,0.7208988070487976
1.6777216e7,1.6777216e7,438.0,0.06513965129852295,0.705053448677063,0.7701930999755859,0.005052328109741211,0.7157896161079407,0.7208419442176819
1.6777216e7,1.6777216e7,439.0,0.06651675701141357,0.7033811807632446,0.7698979377746582,0.0055885910987854,0.7153534889221191,0.7209420800209045
1.6777216e7,1.6777216e7,440.0,0.06536364555358887,0.7045201063156128,0.7698837518692017,0.004632174968719482,0.7168771624565125,0.7215093374252319
1.6777216e7,1.6777216e7,441.0,0.06585639715194702,0.7041938900947571,0.7700502872467041,0.005281209945678711,0.7156645655632019,0.7209457755088806
1.6777216e7,1.6777216e7,442.0,0.06469851732254028,0.705367922782898,0.7700664401054382,0.004732072353363037,0.716736376285553,0.721468448638916
1.6777216e7,1.6777216e7,443.0,0.0643039345741272,0.7056452035903931,0.7699491381645203,0.005574643611907959,0.7154967188835144,0.7210713624954224
