n,t,seed,Δ_method_1,Δ_method_1_t_0,Δ_method_1_t_1,Δ_method_2,Δ_method_2_t_0,Δ_method_2_t_1
8.388608e6,8.388608e6,201.0,0.06847012042999268,0.7014729976654053,0.769943118095398,0.005783438682556152,0.7156808376312256,0.7214642763137817
8.388608e6,8.388608e6,202.0,0.07029151916503906,0.6997439861297607,0.7700355052947998,0.007822990417480469,0.7139825820922852,0.7218055725097656
8.388608e6,8.388608e6,203.0,0.06771326065063477,0.7019178867340088,0.7696311473846436,0.005536317825317383,0.7150378227233887,0.720574140548706
8.388608e6,8.388608e6,204.0,0.06894135475158691,0.700842022895813,0.7697833776473999,0.005424976348876953,0.7156578302383423,0.7210828065872192
8.388608e6,8.388608e6,205.0,0.07043981552124023,0.6996923685073853,0.7701321840286255,0.0056923627853393555,0.7167725563049316,0.722464919090271
8.388608e6,8.388608e6,206.0,0.07021939754486084,0.7000387907028198,0.7702581882476807,0.006121516227722168,0.7152740955352783,0.7213956117630005
8.388608e6,8.388608e6,207.0,0.06649470329284668,0.703119158744812,0.7696138620376587,0.007214784622192383,0.7145493030548096,0.721764087677002
8.388608e6,8.388608e6,208.0,0.07135152816772461,0.6983085870742798,0.7696601152420044,0.005455970764160156,0.7153122425079346,0.7207682132720947
8.388608e6,8.388608e6,209.0,0.0697627067565918,0.6998615264892578,0.7696242332458496,0.0059424638748168945,0.7160629034042358,0.7220053672790527
8.388608e6,8.388608e6,210.0,0.06734025478363037,0.7024821043014526,0.769822359085083,0.005151510238647461,0.7163565158843994,0.7215080261230469
8.388608e6,8.388608e6,211.0,0.06773126125335693,0.7023502588272095,0.7700815200805664,0.006764650344848633,0.7141848802566528,0.7209495306015015
8.388608e6,8.388608e6,212.0,0.06989383697509766,0.7002454996109009,0.7701393365859985,0.006083369255065918,0.7162008285522461,0.722284197807312
8.388608e6,8.388608e6,213.0,0.0650627613067627,0.7043255567550659,0.7693883180618286,0.005410552024841309,0.7155758142471313,0.7209863662719727
8.388608e6,8.388608e6,214.0,0.0677328109741211,0.7018474340438843,0.7695802450180054,0.00637054443359375,0.7154043912887573,0.7217749357223511
8.388608e6,8.388608e6,215.0,0.07113540172576904,0.6993448734283447,0.7704802751541138,0.006023764610290527,0.7153029441833496,0.7213267087936401
8.388608e6,8.388608e6,216.0,0.07256317138671875,0.6974397897720337,0.7700029611587524,0.006711602210998535,0.7142313718795776,0.7209429740905762
8.388608e6,8.388608e6,217.0,0.06812500953674316,0.7020689249038696,0.7701939344406128,0.007552623748779297,0.7138833999633789,0.7214360237121582
8.388608e6,8.388608e6,218.0,0.06804060935974121,0.7019333839416504,0.7699739933013916,0.0066689252853393555,0.7147536277770996,0.721422553062439
8.388608e6,8.388608e6,219.0,0.07265341281890869,0.6969270706176758,0.7695804834365845,0.0051392316818237305,0.7164950370788574,0.7216342687606812
8.388608e6,8.388608e6,220.0,0.07261061668395996,0.6971681118011475,0.7697787284851074,0.006369352340698242,0.7145746946334839,0.7209440469741821
8.388608e6,8.388608e6,221.0,0.07174527645111084,0.6982535123825073,0.7699987888336182,0.005421161651611328,0.7152143716812134,0.7206355333328247
8.388608e6,8.388608e6,222.0,0.07275259494781494,0.6971652507781982,0.7699178457260132,0.006322026252746582,0.7147645950317383,0.7210866212844849
8.388608e6,8.388608e6,223.0,0.06994259357452393,0.699608564376831,0.769551157951355,0.004671812057495117,0.7168370485305786,0.7215088605880737
8.388608e6,8.388608e6,224.0,0.0684276819229126,0.7015690803527832,0.7699967622756958,0.005297183990478516,0.7152276039123535,0.720524787902832
